Time : 2023-03-22 09:49:05.918722
 Details :      open     high      low    close  EMA5  EMA10  EMA20  EMA50  EMA200 signal
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
32  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
33  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
34  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
35  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
36  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
37  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
38  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
39  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
40  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
41  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
42  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
43  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
44  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
45  48.6750  48.6750  48.6400  48.6600  ...  48.66  48.71   48.68   green
46  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
47  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
48  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
49  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
50  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
51  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
52  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
53  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red

[54 rows x 10 columns]Time : 2023-03-22 17:21:10.939089
 Details :        open     high      low    close  ...  EMA20  EMA50  EMA200  signal
0   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
1   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
2   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
3   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
4   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
5   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
6   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
7   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
8   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
9   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
10  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
11  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
12  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
13  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
14  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
15  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
16  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
17  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
18  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
19  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
20  48.6800  48.7000  48.6769  48.7000  ...  48.66  48.72   48.68   green
21  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
22  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
23  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
32  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
33  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
34  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
35  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
36  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
37  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
38  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
39  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
40  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
41  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
42  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
43  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
44  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
45  48.6750  48.6750  48.6400  48.6600  ...  48.66  48.71   48.68   green
46  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
47  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
48  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
49  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
50  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
51  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
52  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
53  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
54  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red

[55 rows x 10 columns]Time : 2023-03-22 17:21:21.411051
 Details :        open     high      low    close  ...  EMA20  EMA50  EMA200  signal
0   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
1   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
2   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
3   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
4   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
5   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
6   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
7   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
8   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
9   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
10  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
11  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
12  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
13  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
14  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
15  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
16  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
17  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
18  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
19  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
20  48.6800  48.7000  48.6769  48.7000  ...  48.66  48.72   48.68   green
21  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
22  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
23  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
32  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
33  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
34  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
35  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
36  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
37  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
38  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
39  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
40  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
41  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
42  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
43  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
44  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
45  48.6750  48.6750  48.6400  48.6600  ...  48.66  48.71   48.68   green
46  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
47  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
48  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
49  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
50  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
51  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
52  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
53  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
54  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
55  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red

[56 rows x 10 columns]Time : 2023-03-22 17:21:31.855891
 Details :        open     high      low    close  ...  EMA20  EMA50  EMA200  signal
0   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
1   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
2   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
3   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
4   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
5   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
6   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
7   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
8   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
9   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
10  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
11  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
12  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
13  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
14  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
15  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
16  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
17  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
18  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
19  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
20  48.6800  48.7000  48.6769  48.7000  ...  48.66  48.72   48.68   green
21  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
22  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
23  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
32  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
33  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
34  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
35  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
36  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
37  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
38  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
39  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
40  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
41  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
42  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
43  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
44  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
45  48.6750  48.6750  48.6400  48.6600  ...  48.66  48.71   48.68   green
46  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
47  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
48  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
49  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
50  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
51  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
52  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
53  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
54  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
55  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
56  48.6150  48.6150  48.6150  48.6150  ...  48.65  48.70   48.68     red

[57 rows x 10 columns]Time : 2023-03-22 17:21:42.361380
 Details :        open     high      low    close  ...  EMA20  EMA50  EMA200  signal
0   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
1   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
2   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
3   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
4   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
5   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
6   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
7   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
8   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
9   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
10  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
11  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
12  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
13  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
14  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
15  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
16  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
17  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
18  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
19  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
20  48.6800  48.7000  48.6769  48.7000  ...  48.66  48.72   48.68   green
21  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
22  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
23  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
32  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
33  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
34  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
35  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
36  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
37  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
38  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
39  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
40  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
41  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
42  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
43  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
44  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
45  48.6750  48.6750  48.6400  48.6600  ...  48.66  48.71   48.68   green
46  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
47  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
48  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
49  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
50  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
51  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
52  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
53  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
54  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
55  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
56  48.6150  48.6150  48.6150  48.6150  ...  48.65  48.70   48.68     red
57  48.6150  48.6150  48.6150  48.6150  ...  48.65  48.70   48.68     red

[58 rows x 10 columns]Time : 2023-03-22 17:21:52.857117
 Details :        open     high      low    close  ...  EMA20  EMA50  EMA200  signal
0   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
1   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
2   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
3   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
4   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
5   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
6   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
7   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
8   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
9   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
10  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
11  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
12  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
13  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
14  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
15  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
16  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
17  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
18  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
19  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
20  48.6800  48.7000  48.6769  48.7000  ...  48.66  48.72   48.68   green
21  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
22  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
23  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
32  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
33  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
34  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
35  48.6900  48.6900  48.6900  48.6900  ...  48.67  48.71   48.68   green
36  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
37  48.6900  48.7050  48.6660  48.6700  ...  48.67  48.71   48.68   green
38  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
39  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
40  48.6750  48.6750  48.6750  48.6750  ...  48.67  48.71   48.68   green
41  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
42  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
43  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
44  48.6750  48.6750  48.6400  48.6650  ...  48.66  48.71   48.68   green
45  48.6750  48.6750  48.6400  48.6600  ...  48.66  48.71   48.68   green
46  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
47  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
48  48.6699  48.6699  48.6699  48.6699  ...  48.66  48.71   48.68   green
49  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
50  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
51  48.6550  48.6550  48.6550  48.6550  ...  48.66  48.71   48.68     red
52  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
53  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
54  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
55  48.6550  48.6650  48.6050  48.6050  ...  48.66  48.70   48.68     red
56  48.6150  48.6150  48.6150  48.6150  ...  48.65  48.70   48.68     red
57  48.6150  48.6150  48.6150  48.6150  ...  48.65  48.70   48.68     red
58  48.6150  48.6150  48.6150  48.6150  ...  48.65  48.70   48.68     red

[59 rows x 10 columns]Time : 2023-03-22 17:22:03.295839
 Details :        open     high      low    close  ...  EMA20  EMA50  EMA200  signal
0   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
1   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
2   48.7150  48.7150  48.7150  48.7150  ...  48.65  48.72   48.68   green
3   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
4   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
5   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
6   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
7   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
8   48.7000  48.7000  48.6850  48.6850  ...  48.66  48.72   48.68   green
9   48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
10  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
11  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
12  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
13  48.7000  48.7000  48.7000  48.7000  ...  48.66  48.72   48.68   green
14  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
15  48.7000  48.7000  48.6700  48.6700  ...  48.66  48.72   48.68   green
16  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
17  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
18  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
19  48.6800  48.6800  48.6800  48.6800  ...  48.66  48.72   48.68   green
20  48.6800  48.7000  48.6769  48.7000  ...  48.66  48.72   48.68   green
21  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
22  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
23  48.7081  48.7081  48.7081  48.7081  ...  48.67  48.72   48.68   green
24  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
25  48.7081  48.7100  48.6900  48.6900  ...  48.66  48.72   48.68   green
26  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
27  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
28  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
29  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
30  48.6850  48.6850  48.6850  48.6850  ...  48.67  48.71   48.68   green
31  48.6850  48.6950  48.6750  48.6750  ...  48.66  48.71   48.68   green
